tas,"	Year", Month, Country
11.3463,1977,10,HUN
5.52923,1977,11,HUN
-1.932,1977,12,HUN
-0.6956,1978,1,HUN
-0.1955,1978,2,HUN
6.48533,1978,3,HUN
9.20336,1978,4,HUN
13.1288,1978,5,HUN
17.4456,1978,6,HUN
18.2712,1978,7,HUN
18.0346,1978,8,HUN
14.5356,1978,9,HUN
10.7696,1978,10,HUN
1.96253,1978,11,HUN
0.67269,1978,12,HUN
-3.0685,1979,1,HUN
1.38739,1979,2,HUN
7.22904,1979,3,HUN
9.17829,1979,4,HUN
16.3753,1979,5,HUN
20.8975,1979,6,HUN
17.9285,1979,7,HUN
18.7407,1979,8,HUN
16.3752,1979,9,HUN
9.05049,1979,10,HUN
5.43233,1979,11,HUN
3.49539,1979,12,HUN
-4.2334,1980,1,HUN
1.29041,1980,2,HUN
4.52745,1980,3,HUN
8.01262,1980,4,HUN
12.7096,1980,5,HUN
17.6228,1980,6,HUN
18.5327,1980,7,HUN
19.0627,1980,8,HUN
14.9339,1980,9,HUN
10.8012,1980,10,HUN
3.49551,1980,11,HUN
-0.5709,1980,12,HUN
-3.2601,1981,1,HUN
0.72558,1981,2,HUN
8.1613,1981,3,HUN
10.0194,1981,4,HUN
15.4192,1981,5,HUN
19.4719,1981,6,HUN
19.5453,1981,7,HUN
19.5985,1981,8,HUN
16.717,1981,9,HUN
12.0129,1981,10,HUN
4.41714,1981,11,HUN
-0.4914,1981,12,HUN
-4.4286,1982,1,HUN
-1.5382,1982,2,HUN
5.40458,1982,3,HUN
8.01311,1982,4,HUN
16.1849,1982,5,HUN
19.2579,1982,6,HUN
20.3143,1982,7,HUN
20.3364,1982,8,HUN
19.2478,1982,9,HUN
11.9588,1982,10,HUN
5.07041,1982,11,HUN
2.97297,1982,12,HUN
2.94419,1983,1,HUN
-0.3818,1983,2,HUN
6.92794,1983,3,HUN
12.5903,1983,4,HUN
