pr,"	Year", Month, Country
141.617,1947,6,BRB
214.388,1947,7,BRB
163.722,1947,8,BRB
153.147,1947,9,BRB
156.003,1947,10,BRB
151.994,1947,11,BRB
153.716,1947,12,BRB
98.1376,1948,1,BRB
77.7154,1948,2,BRB
120.263,1948,3,BRB
122.827,1948,4,BRB
102.635,1948,5,BRB
243.439,1948,6,BRB
258.041,1948,7,BRB
297.874,1948,8,BRB
192.961,1948,9,BRB
285.966,1948,10,BRB
343.408,1948,11,BRB
137.127,1948,12,BRB
76.5388,1949,1,BRB
110.187,1949,2,BRB
80.491,1949,3,BRB
75.127,1949,4,BRB
98.2341,1949,5,BRB
205.408,1949,6,BRB
205.758,1949,7,BRB
221.755,1949,8,BRB
271.534,1949,9,BRB
230.416,1949,10,BRB
165.558,1949,11,BRB
172.583,1949,12,BRB
167.859,1950,1,BRB
83.9491,1950,2,BRB
107.699,1950,3,BRB
138.438,1950,4,BRB
131.037,1950,5,BRB
284.332,1950,6,BRB
163.929,1950,7,BRB
217.769,1950,8,BRB
183.201,1950,9,BRB
201.028,1950,10,BRB
163.132,1950,11,BRB
220.634,1950,12,BRB
161.096,1951,1,BRB
100.585,1951,2,BRB
138.097,1951,3,BRB
286.088,1951,4,BRB
138.493,1951,5,BRB
249.427,1951,6,BRB
155.667,1951,7,BRB
415.237,1951,8,BRB
378.64,1951,9,BRB
93.7617,1951,10,BRB
358.162,1951,11,BRB
311.49,1951,12,BRB
42.513,1952,1,BRB
45.2641,1952,2,BRB
124.595,1952,3,BRB
193.77,1952,4,BRB
221.956,1952,5,BRB
174.324,1952,6,BRB
236.224,1952,7,BRB
134.7,1952,8,BRB
339.6,1952,9,BRB
229.922,1952,10,BRB
328.152,1952,11,BRB
74.7615,1952,12,BRB
145.722,1953,1,BRB
95.3992,1953,2,BRB
99.5584,1953,3,BRB
25.8836,1953,4,BRB
179.52,1953,5,BRB
218.329,1953,6,BRB
395.774,1953,7,BRB
319.464,1953,8,BRB
275.483,1953,9,BRB
111.025,1953,10,BRB
297.273,1953,11,BRB
210.013,1953,12,BRB
84.4596,1954,1,BRB
103.586,1954,2,BRB
53.4838,1954,3,BRB
138.724,1954,4,BRB
191.804,1954,5,BRB
230.013,1954,6,BRB
192.809,1954,7,BRB
116.597,1954,8,BRB
244.736,1954,9,BRB
383.77,1954,10,BRB
203.543,1954,11,BRB
156.392,1954,12,BRB
147.12,1955,1,BRB
87.2978,1955,2,BRB
39.6421,1955,3,BRB
27.2838,1955,4,BRB
93.0662,1955,5,BRB
266.428,1955,6,BRB
229.897,1955,7,BRB
208.146,1955,8,BRB
427.001,1955,9,BRB
350.822,1955,10,BRB
379.766,1955,11,BRB
220.676,1955,12,BRB
323.048,1956,1,BRB
226.732,1956,2,BRB
124.236,1956,3,BRB
115.169,1956,4,BRB
160.578,1956,5,BRB
272.715,1956,6,BRB
270.555,1956,7,BRB
300.514,1956,8,BRB
274.357,1956,9,BRB
214.512,1956,10,BRB
153.099,1956,11,BRB
246.145,1956,12,BRB
221.815,1957,1,BRB
62.9037,1957,2,BRB
46.6573,1957,3,BRB
181.592,1957,4,BRB
83.8538,1957,5,BRB
94.4101,1957,6,BRB
222.158,1957,7,BRB
228.437,1957,8,BRB
127.354,1957,9,BRB
288.397,1957,10,BRB
357.575,1957,11,BRB
108.199,1957,12,BRB
70.584,1958,1,BRB
104.773,1958,2,BRB
24.6118,1958,3,BRB
67.1485,1958,4,BRB
311.081,1958,5,BRB
393.801,1958,6,BRB
476.926,1958,7,BRB
240.577,1958,8,BRB
253.013,1958,9,BRB
121.271,1958,10,BRB
192.213,1958,11,BRB
139.204,1958,12,BRB
74.5606,1959,1,BRB
157.101,1959,2,BRB
87.7477,1959,3,BRB
94.8536,1959,4,BRB
217.709,1959,5,BRB
100.129,1959,6,BRB
126.122,1959,7,BRB
60.7292,1959,8,BRB
170.925,1959,9,BRB
374.042,1959,10,BRB
129.101,1959,11,BRB
76.7898,1959,12,BRB
135.742,1960,1,BRB
109.2,1960,2,BRB
113.674,1960,3,BRB
49,1960,4,BRB
144.317,1960,5,BRB
176.241,1960,6,BRB
272.884,1960,7,BRB
197.524,1960,8,BRB
94.8682,1960,9,BRB
185.857,1960,10,BRB
129.284,1960,11,BRB
115.066,1960,12,BRB
90.4779,1961,1,BRB
61.007,1961,2,BRB
42.0325,1961,3,BRB
21.921,1961,4,BRB
84.7154,1961,5,BRB
173.773,1961,6,BRB
399.473,1961,7,BRB
276.917,1961,8,BRB
132.5,1961,9,BRB
272.286,1961,10,BRB
134.614,1961,11,BRB
217.322,1961,12,BRB
254.73,1962,1,BRB
