,year,country_code,reported_cases,region_x,reported_deaths,region_y,population,tx_resistance,tx_resistance_int,number_nets,point_prevalence
1559,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,Yes,1.0,1400.0,0.006607264083802288
1560,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,Yes,1.0,1300.0,0.006607264083802288
1561,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,Yes,1.0,1300.0,0.006607264083802288
1562,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,Yes,1.0,2830.0,0.006607264083802288
1563,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,No,0.0,700.0,0.006607264083802288
1564,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,No,0.0,870.0,0.006607264083802288
1565,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,No,0.0,1400.0,0.006607264083802288
1566,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,No,0.0,1300.0,0.006607264083802288
1567,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,No,0.0,1300.0,0.006607264083802288
1568,2011,UGA,231873.0,AFR,5958.0,AFR,35093648.0,No,0.0,2830.0,0.006607264083802288
1569,2012,SEN,281080.0,AFR,649.0,AFR,13703513.0,Yes,1.0,0.0,0.020511528686111363
1570,2012,SEN,281080.0,AFR,649.0,AFR,13703513.0,No,0.0,0.0,0.020511528686111363
1571,2013,PAK,281755.0,EMR,244.0,EMR,181712595.0,Yes,1.0,0.0,0.001550552948737538
1572,2013,PAK,281755.0,EMR,244.0,EMR,181712595.0,Not tested/reported,0.0,0.0,0.001550552948737538
1573,2000,BDI,308095.0,AFR,691.0,AFR,6400706.0,Not tested/reported,0.0,0.0,0.04813453390922814
1574,2009,NER,309675.0,AFR,2159.0,AFR,15813913.0,Not tested/reported,0.0,0.0,0.019582439842687892
1575,2000,SDN,368557.0,EMR,2162.0,EMR,27250535.0,Not tested/reported,0.0,0.0,0.013524761990911372
1576,2000,SDN,368557.0,EMR,2162.0,EMR,27250535.0,No,0.0,0.0,0.013524761990911372
1577,2007,RWA,382686.0,AFR,1772.0,AFR,9447402.0,Not tested/reported,0.0,0.0,0.04050700922856887
1578,2012,IDN,417819.0,SEAR,252.0,SEAR,248883232.0,Not tested/reported,0.0,0.0,0.0016787752097336954
1579,2010,MMR,420808.0,SEAR,788.0,SEAR,50155896.0,Not tested/reported,0.0,0.0,0.008390000649175921
1580,2007,LBR,492272.0,AFR,310.0,AFR,3512932.0,Not tested/reported,0.0,0.0,0.14013137743628398
1581,2002,RWA,506028.0,AFR,3167.0,AFR,8536205.0,Not tested/reported,0.0,0.0,0.059280207070940776
1582,2004,SDN,537899.0,EMR,1814.0,EMR,30186341.0,Yes,1.0,0.0,0.017819284556548274
1583,2004,SDN,537899.0,EMR,1814.0,EMR,30186341.0,Not tested/reported,0.0,0.0,0.017819284556548274
1584,2006,BRA,549469.0,AMR,110.0,AMR,189012412.0,Not tested/reported,0.0,0.0,0.0029070524744163363
1585,2012,TGO,697374.0,AFR,1197.0,AFR,6859482.0,Yes,1.0,0.0,0.10166569429003532
1586,2012,TGO,697374.0,AFR,1197.0,AFR,6859482.0,Not tested/reported,0.0,0.0,0.10166569429003532
1587,2012,BEN,705839.0,AFR,2261.0,AFR,9729160.0,Yes,1.0,0.0,0.0725488120248819
1588,2012,BEN,705839.0,AFR,2261.0,AFR,9729160.0,Not tested/reported,0.0,0.0,0.0725488120248819
1589,2011,NER,780876.0,AFR,2802.0,AFR,17064636.0,Not tested/reported,0.0,0.0,0.0457598978378443
1590,2000,COM,801784.0,AFR,,,542357.0,Not tested/reported,0.0,0.0,1.4783325374246115
1591,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,4700.0,0.030927906028999086
1592,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,100.0,0.030927906028999086
1593,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,2000.0,0.030927906028999086
1594,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,2300.0,0.030927906028999086
1595,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,900.0,0.030927906028999086
1596,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,10200.0,0.030927906028999086
1597,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,400.0,0.030927906028999086
1598,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,500.0,0.030927906028999086
1599,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,Yes,1.0,300.0,0.030927906028999086
1600,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,4700.0,0.030927906028999086
1601,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,100.0,0.030927906028999086
1602,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,2000.0,0.030927906028999086
1603,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,2300.0,0.030927906028999086
1604,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,900.0,0.030927906028999086
1605,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,10200.0,0.030927906028999086
1606,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,400.0,0.030927906028999086
1607,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,500.0,0.030927906028999086
1608,2008,UGA,979298.0,AFR,2372.0,AFR,31663896.0,No,0.0,300.0,0.030927906028999086
1609,2009,ETH,1036316.0,AFR,1121.0,AFR,85416253.0,Yes,1.0,0.0,0.012132538756997453
1610,2013,BEN,1078834.0,AFR,2288.0,AFR,10004451.0,Yes,1.0,0.0,0.107835402462364
1611,2013,BEN,1078834.0,AFR,2288.0,AFR,10004451.0,Not tested/reported,0.0,0.0,0.107835402462364
1612,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,Yes,1.0,3200.0,0.046976261275336245
1613,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,Yes,1.0,12000.0,0.046976261275336245
1614,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,Yes,1.0,8000.0,0.046976261275336245
1615,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,Yes,1.0,400.0,0.046976261275336245
1616,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,No,0.0,3200.0,0.046976261275336245
1617,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,No,0.0,12000.0,0.046976261275336245
1618,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,No,0.0,8000.0,0.046976261275336245
1619,2008,GHA,1094483.0,AFR,3889.0,AFR,23298640.0,No,0.0,400.0,0.046976261275336245
1620,2013,UGA,1502362.0,AFR,7277.0,AFR,37553726.0,Yes,1.0,2100.0,0.040005670808803365
1621,2013,UGA,1502362.0,AFR,7277.0,AFR,37553726.0,No,0.0,2100.0,0.040005670808803365
1622,2010,MOZ,1522577.0,AFR,3354.0,AFR,24221405.0,Yes,1.0,0.0,0.06286080431750346
1623,2010,MOZ,1522577.0,AFR,3354.0,AFR,24221405.0,Not tested/reported,0.0,0.0,0.06286080431750346
1624,2010,MOZ,1522577.0,AFR,3354.0,AFR,24221405.0,No,0.0,0.0,0.06286080431750346
1625,2009,IND,1563574.0,SEAR,1144.0,SEAR,1214270132.0,Yes,1.0,0.0,0.0012876657004028162
1626,2009,IND,1563574.0,SEAR,1144.0,SEAR,1214270132.0,Not tested/reported,0.0,0.0,0.0012876657004028162
1627,2011,BDI,1571874.0,AFR,2233.0,AFR,9043508.0,Not tested/reported,0.0,0.0,0.17381241880916123
1628,2014,NER,1953309.0,AFR,2691.0,AFR,19148219.0, Not tested/reported,0.0,0.0,0.10200995716625133
1629,2012,TZA,1986955.0,AFR,7820.0,AFR,49082997.0,Yes,1.0,0.0,0.040481533758014
1630,2012,TZA,1986955.0,AFR,7820.0,AFR,49082997.0,No,0.0,0.0,0.040481533758014
1631,2012,BDI,2151076.0,AFR,2263.0,AFR,9319710.0,Not tested/reported,0.0,0.0,0.23080932775805255
1632,2014,AGO,2298979.0,AFR,5714.0,AFR,26920466.0,No,0.0,0.0,0.08539893031569365
1633,2014,AGO,2298979.0,AFR,5714.0,AFR,26920466.0, Not tested/reported,0.0,0.0,0.08539893031569365
1634,2014,BFA,5428655.0,AFR,5632.0,AFR,17585977.0, Not tested/reported,0.0,0.0,0.3086922608849085
1635,2014,BFA,5428655.0,AFR,5632.0,AFR,17585977.0,Yes,1.0,0.0,0.3086922608849085
1636,2014,MOZ,7117648.0,AFR,3245.0,AFR,27212382.0,No,0.0,0.0,0.26155916817572233
1637,2014,MOZ,7117648.0,AFR,3245.0,AFR,27212382.0,Yes,1.0,0.0,0.26155916817572233
1638,2013,ARG,0.0,AMR,0.0,AMR,42539925.0,Not tested/reported,0.0,0.0,0.0
1639,2014,ARG,0.0,AMR,0.0,AMR,42981515.0, Not tested/reported,0.0,0.0,0.0
1640,2008,EGY,0.0,EMR,2.0,EMR,80953881.0,,0.0,0.0,0.0
1641,2011,EGY,0.0,EMR,4.0,EMR,85897561.0,,0.0,0.0,0.0
1642,2012,EGY,0.0,EMR,,,87813257.0,,0.0,0.0,0.0
1643,2012,OMN,0.0,EMR,0.0,EMR,3464644.0,,0.0,0.0,0.0
1644,2013,OMN,0.0,EMR,0.0,EMR,3711481.0,,0.0,0.0,0.0
1645,2013,AZE,0.0,EUR,0.0,EUR,9416801.0,Not tested/reported,0.0,0.0,0.0
1646,2014,AZE,0.0,EUR,0.0,EUR,9535079.0, Not tested/reported,0.0,0.0,0.0
1647,2012,TUR,0.0,EUR,0.0,EUR,74569867.0,Not tested/reported,0.0,0.0,0.0
1648,2013,TUR,0.0,EUR,3.0,EUR,75787333.0,Not tested/reported,0.0,0.0,0.0
1649,2014,LKA,0.0,SEAR,0.0,SEAR,20771000.0, Not tested/reported,0.0,0.0,0.0
1650,2006,DZA,1.0,AFR,,,33777915.0,Not tested/reported,0.0,0.0,2.9605142887001757e-08
1651,2012,CPV,1.0,AFR,1.0,AFR,513979.0,Not tested/reported,0.0,0.0,1.9456047815183112e-06
1652,2001,OMN,2.0,EMR,,,2294787.0,,0.0,0.0,8.715405830693655e-07
1653,2003,SYR,2.0,EMR,,,17415266.0,,0.0,0.0,1.148417715813241e-07
1654,2011,BHS,6.0,AMR,0.0,AMR,366568.0,,0.0,0.0,1.6368040854629975e-05
1655,2012,CRI,6.0,AMR,0.0,AMR,4654122.0,Not tested/reported,0.0,0.0,1.289179785145297e-06
1656,2003,TKM,7.0,EUR,0.0,EUR,4655741.0,,0.0,0.0,1.503520062649533e-06
1657,2008,UZB,7.0,EUR,0.0,EUR,27302800.0,Not tested/reported,0.0,0.0,2.5638396061942364e-07
1658,2008,OMN,8.0,EMR,2.0,EMR,2759014.0,,0.0,0.0,2.899586591441725e-06
1659,2010,PRY,18.0,AMR,0.0,AMR,6209877.0,Not tested/reported,0.0,0.0,2.8986081366829004e-06
1660,2008,KGZ,18.0,EUR,0.0,EUR,5318700.0,Not tested/reported,0.0,0.0,3.384285633707485e-06
1661,2012,DJI,25.0,EMR,0.0,EMR,881185.0,Not tested/reported,0.0,0.0,2.8370886930667227e-05
1662,2014,CPV,26.0,AFR,2.0,AFR,526437.0, Not tested/reported,0.0,0.0,4.938862579947838e-05
1663,2005,IRQ,44.0,EMR,0.0,EMR,27008426.0,,0.0,0.0,1.6291212231323663e-06
1664,2004,ARM,47.0,EUR,0.0,EUR,3000612.0,,0.0,0.0,1.5663471318517687e-05
1665,2011,TJK,65.0,EUR,0.0,EUR,7815949.0,Not tested/reported,0.0,0.0,8.31632857379187e-06
1666,2011,TJK,65.0,EUR,0.0,EUR,7815949.0,No,0.0,0.0,8.31632857379187e-06
1667,2004,UZB,66.0,EUR,0.0,EUR,25864350.0,Not tested/reported,0.0,0.0,2.5517749334508696e-06
1668,2012,SAU,82.0,EMR,0.0,EMR,29086357.0,Not tested/reported,0.0,0.0,2.8191911417438766e-06
1669,2012,SAU,82.0,EMR,0.0,EMR,29086357.0,No,0.0,0.0,2.8191911417438766e-06
1670,2007,SWZ,84.0,AFR,17.0,AFR,1138434.0,Not tested/reported,0.0,0.0,7.3785568596862e-05
1671,2010,TJK,111.0,EUR,0.0,EUR,7641630.0,Not tested/reported,0.0,0.0,1.4525696742710651e-05
1672,2002,SLV,117.0,AMR,0.0,AMR,5940303.0,Not tested/reported,0.0,0.0,1.969596500380536e-05
1673,2004,IRQ,150.0,EMR,,,26316609.0,,0.0,0.0,5.699822496127825e-06
1674,2006,SWZ,155.0,AFR,27.0,AFR,1120514.0,Not tested/reported,0.0,0.0,0.0001383293738409337
1675,2005,KGZ,226.0,EUR,0.0,EUR,5162600.0,Not tested/reported,0.0,0.0,4.377639174059582e-05
1676,2014,ECU,241.0,AMR,,,15903112.0, Not tested/reported,0.0,0.0,1.515426666177035e-05
1677,2008,MRT,302.0,AFR,,,3407541.0,Not tested/reported,0.0,0.0,8.86269600277737e-05
1678,2003,GEO,316.0,EUR,0.0,EUR,4301000.0,,0.0,0.0,7.347128574750059e-05
1679,2005,PRY,376.0,AMR,0.0,AMR,5795494.0,Not tested/reported,0.0,0.0,6.487798969337213e-05
1680,2004,RUS,382.0,EUR,5.0,EUR,144067054.0,,0.0,0.0,2.6515430793774684e-06
1681,2003,AZE,482.0,EUR,0.0,EUR,8234100.0,Not tested/reported,0.0,0.0,5.853705930217024e-05
1682,2013,MEX,495.0,AMR,0.0,AMR,122535969.0,Not tested/reported,0.0,0.0,4.0396301921764705e-06
1683,2006,LKA,591.0,SEAR,1.0,SEAR,19520000.0,Not tested/reported,0.0,0.0,3.0276639344262295e-05
1684,2002,RUS,642.0,EUR,2.0,EUR,145306046.0,,0.0,0.0,4.4182607515175246e-06
1685,2000,SLV,753.0,AMR,0.0,AMR,5867626.0,Not tested/reported,0.0,0.0,0.00012833128764512257
1686,2012,IRN,756.0,EMR,,,76453574.0,Yes,1.0,0.0,9.88835394405499e-06
1687,2011,NIC,925.0,AMR,1.0,AMR,5807820.0,Not tested/reported,0.0,0.0,0.00015926802139184756
1688,2011,NIC,925.0,AMR,1.0,AMR,5807820.0,No,0.0,0.0,0.00015926802139184756
1689,2008,BWA,927.0,AFR,12.0,AFR,1946351.0,Not tested/reported,0.0,0.0,0.0004762758618563661
1690,2001,DOM,1038.0,AMR,17.0,AMR,8697126.0,Not tested/reported,0.0,0.0,0.00011934977140724419
1691,2001,AZE,1058.0,EUR,0.0,EUR,8111200.0,Not tested/reported,0.0,0.0,0.0001304369267186113
1692,2010,MEX,1226.0,AMR,0.0,AMR,117318941.0,Not tested/reported,0.0,0.0,1.0450145471394938e-05
1693,2000,DOM,1233.0,AMR,6.0,AMR,8562622.0,Not tested/reported,0.0,0.0,0.0001439979482920068
1694,2000,BLZ,1486.0,AMR,0.0,AMR,247315.0,Not tested/reported,0.0,0.0,0.00600853162970301
1695,2000,AZE,1526.0,EUR,0.0,EUR,8048600.0,Not tested/reported,0.0,0.0,0.00018959819098973734
1696,2010,SUR,1712.0,AMR,1.0,AMR,526103.0,Not tested/reported,0.0,0.0,0.0032541156389528287
1697,2007,SUR,1741.0,AMR,1.0,AMR,509705.0,Not tested/reported,0.0,0.0,0.0034157012389519426
1698,2010,MRT,1994.0,AFR,211.0,AFR,3609543.0,Not tested/reported,0.0,0.0,0.0005524245036005943
1699,2006,COD,2050.0,AFR,12970.0,AFR,56543011.0,Not tested/reported,0.0,0.0,3.625558603520424e-05
1700,2006,MEX,2514.0,AMR,0.0,AMR,110092378.0,Not tested/reported,0.0,0.0,2.2835368312236837e-05
1701,2001,KOR,2556.0,WPR,0.0,WPR,47370164.0,Not tested/reported,0.0,0.0,5.3958014584876676e-05
1702,2005,MEX,2967.0,AMR,0.0,AMR,108472228.0,Not tested/reported,0.0,0.0,2.7352623383010073e-05
1703,2005,MEX,2967.0,AMR,0.0,AMR,108472228.0,Yes,1.0,0.0,2.7352623383010073e-05
1704,2005,MEX,2967.0,AMR,0.0,AMR,108472228.0,No,0.0,0.0,2.7352623383010073e-05
1705,2014,MYS,3147.0,WPR,9.0,WPR,30228017.0, Not tested/reported,0.0,0.0,0.00010410871477278844
1706,2009,TZA,3242.0,AFR,16776.0,AFR,44664231.0,Yes,1.0,650.0,7.258604765858389e-05
1707,2009,TZA,3242.0,AFR,16776.0,AFR,44664231.0,Not tested/reported,0.0,650.0,7.258604765858389e-05
1708,2012,MYS,3662.0,WPR,16.0,WPR,29170456.0,Not tested/reported,0.0,0.0,0.00012553797582046713
1709,2005,PAN,3667.0,AMR,1.0,AMR,3330465.0,Not tested/reported,0.0,0.0,0.0011010474513318711
1710,2000,KOR,4183.0,WPR,0.0,WPR,47008111.0,Not tested/reported,0.0,0.0,8.898464352247637e-05
1711,2009,VUT,4189.0,WPR,2.0,WPR,230785.0,Not tested/reported,0.0,0.0,0.018151093008644408
1712,2006,NPL,4969.0,SEAR,42.0,SEAR,25940618.0,Not tested/reported,0.0,0.0,0.00019155287665081842
1713,2010,CHN,4990.0,WPR,19.0,WPR,1337705000.0,Yes,1.0,0.0,3.7302693792727095e-06
1714,2010,CHN,4990.0,WPR,19.0,WPR,1337705000.0,Not tested/reported,0.0,0.0,3.7302693792727095e-06
1715,2003,TJK,5428.0,EUR,0.0,EUR,6576877.0,Not tested/reported,0.0,0.0,0.0008253157235569405
1716,2007,VUT,5471.0,WPR,5.0,WPR,219953.0,Not tested/reported,0.0,0.0,0.02487349570135438
1717,2001,GIN,6238.0,AFR,517.0,AFR,8971139.0,Not tested/reported,0.0,0.0,0.0006953409149050081
1718,2001,GIN,6238.0,AFR,517.0,AFR,8971139.0,Yes,1.0,0.0,0.0006953409149050081
1719,2008,STP,6258.0,AFR,16.0,AFR,166913.0,Not tested/reported,0.0,0.0,0.03749258595795414
1720,2003,MDG,6909.0,AFR,817.0,AFR,17279141.0,Not tested/reported,0.0,0.0,0.0003998462655059068
1721,2000,MDG,6946.0,AFR,591.0,AFR,15766806.0,Not tested/reported,0.0,0.0,0.0004405457896799136
1722,2003,SOM,7571.0,EMR,54.0,EMR,9836397.0,Not tested/reported,0.0,0.0,0.0007696923985479643
1723,2004,IRN,7602.0,EMR,1.0,EMR,69617100.0,Yes,1.0,0.0,0.00010919730928177129
1724,2004,IRN,7602.0,EMR,1.0,EMR,69617100.0,No,0.0,0.0,0.00010919730928177129
1725,2001,VUT,7647.0,WPR,4.0,WPR,189290.0,Not tested/reported,0.0,0.0,0.04039833060383539
1726,2011,STP,8442.0,AFR,19.0,AFR,178800.0,Not tested/reported,0.0,0.0,0.047214765100671144
1727,2007,ECU,8464.0,AMR,8.0,AMR,14205453.0,Not tested/reported,0.0,0.0,0.0005958275318639961
1728,2009,BOL,9743.0,AMR,0.0,AMR,9758748.0,Not tested/reported,0.0,0.0,0.0009983862684024632
1729,2008,BOL,9748.0,AMR,0.0,AMR,9599855.0,Not tested/reported,0.0,0.0,0.0010154320039208926
1730,2004,HTI,10802.0,AMR,24.0,AMR,9119178.0,Not tested/reported,0.0,0.0,0.0011845365887144653
1731,2014,SOM,11001.0,EMR,14.0,EMR,13513125.0, Not tested/reported,0.0,0.0,0.0008140974053004024
1732,2001,CIV,11936.0,AFR,,,17040152.0,Yes,1.0,0.0,0.0007004632353044738
1733,2001,CIV,11936.0,AFR,,,17040152.0,Not tested/reported,0.0,0.0,0.0007004632353044738
1734,2006,HND,11947.0,AMR,0.0,AMR,7541406.0,Not tested/reported,0.0,0.0,0.0015841873518015076
1735,2004,ZAF,13399.0,AFR,88.0,AFR,47001700.99,Not tested/reported,0.0,0.0,0.00028507478916243366
1736,2003,ZAF,13459.0,AFR,142.0,AFR,46418193.9,Not tested/reported,0.0,0.0,0.0002899509625254937
1737,2007,BOL,14610.0,AMR,0.0,AMR,9441444.0,Not tested/reported,0.0,0.0,0.0015474327867643974
1738,2005,GNB,14659.0,AFR,565.0,AFR,1380838.0,Not tested/reported,0.0,0.0,0.010616017230116783
1739,2005,GNB,14659.0,AFR,565.0,AFR,1380838.0,No,0.0,0.0,0.010616017230116783
1740,2014,VNM,15752.0,WPR,6.0,WPR,90728900.0, Not tested/reported,0.0,0.0,0.0001736161245204119
1741,2001,BOL,15765.0,AMR,0.0,AMR,8496375.0,Not tested/reported,0.0,0.0,0.0018554971973341573
1742,2000,HTI,16897.0,AMR,16.0,AMR,8549200.0,Not tested/reported,0.0,0.0,0.00197644224020961
1743,2005,ECU,17050.0,AMR,22.0,AMR,13735233.0,Not tested/reported,0.0,0.0,0.0012413331466601257
1744,2010,PHL,18560.0,WPR,30.0,WPR,93726624.0,Not tested/reported,0.0,0.0,0.0001980227091077131
1745,2005,CHN,19304.0,WPR,48.0,WPR,1303720000.0,Not tested/reported,0.0,0.0,1.4806860368790845e-05
1746,2013,HTI,20586.0,AMR,10.0,AMR,10431776.0,Not tested/reported,0.0,0.0,0.0019733936004760837
1747,2013,HTI,20586.0,AMR,10.0,AMR,10431776.0,No,0.0,0.0,0.0019733936004760837
1748,2010,LAO,20800.0,WPR,24.0,WPR,6246274.0,Not tested/reported,0.0,0.0,0.0033299852039792043
1749,2005,NAM,23339.0,AFR,1325.0,AFR,2032196.0,Not tested/reported,0.0,0.0,0.01148462057793638
1750,2008,PHL,23655.0,WPR,56.0,WPR,90751864.0,Not tested/reported,0.0,0.0,0.0002606558031689575
1751,2012,HTI,25423.0,AMR,6.0,AMR,10289210.0,Not tested/reported,0.0,0.0,0.002470840812851521
1752,2001,ZAF,26506.0,AFR,81.0,AFR,45312937.0,Not tested/reported,0.0,0.0,0.0005849543586194821
1753,2008,THA,28569.0,SEAR,101.0,SEAR,66545760.0,Not tested/reported,0.0,0.0,0.00042931360315067406
1754,2004,ECU,28730.0,AMR,37.0,AMR,13509647.0,Not tested/reported,0.0,0.0,0.002126628475192579
1755,2010,PER,31546.0,AMR,0.0,AMR,29373646.0,Not tested/reported,0.0,0.0,0.001073955885490007
1756,2012,PER,31570.0,AMR,7.0,AMR,30158966.0,Not tested/reported,0.0,0.0,0.0010467865509712767
1757,2005,SEN,33160.0,AFR,1587.0,AFR,11251266.0,Not tested/reported,0.0,0.0,0.0029472238946266134
1758,2013,THA,33302.0,SEAR,47.0,SEAR,68143065.0,Not tested/reported,0.0,0.0,0.0004887071046774899
1759,2007,PHL,36235.0,WPR,73.0,WPR,89293490.0,Yes,1.0,0.0,0.00040579665998047564
1760,2007,PHL,36235.0,WPR,73.0,WPR,89293490.0,No,0.0,0.0,0.00040579665998047564
1761,2007,PHL,36235.0,WPR,73.0,WPR,89293490.0,Not tested/reported,0.0,0.0,0.00040579665998047564
1762,2008,BFA,36514.0,AFR,7834.0,AFR,14689726.0,Yes,1.0,3750.0,0.002485682850721654
1763,2004,TLS,39164.0,SEAR,65.0,SEAR,996698.0,Not tested/reported,0.0,0.0,0.039293747955749886
1764,2013,AFG,39263.0,EMR,24.0,EMR,31731688.0,Not tested/reported,0.0,0.0,0.0012373435664689504
1765,2008,KHM,42124.0,WPR,209.0,WPR,13880509.0,Not tested/reported,0.0,0.0,0.003034759027929019
1766,2009,PER,42645.0,AMR,2.0,AMR,29001507.0,Not tested/reported,0.0,2000.0,0.00147044082916105
1767,2005,LBR,44875.0,AFR,41.0,AFR,3261230.0,Not tested/reported,0.0,0.0,0.01376014571189398
1768,2000,SEN,44959.0,AFR,1275.0,AFR,9884052.0,Yes,1.0,0.0,0.0045486405777711405
1769,2000,SEN,44959.0,AFR,1275.0,AFR,9884052.0,Not tested/reported,0.0,0.0,0.0045486405777711405
1770,2000,SEN,44959.0,AFR,1275.0,AFR,9884052.0,No,0.0,0.0,0.0045486405777711405
1771,2002,VNM,47807.0,WPR,50.0,WPR,79537700.0,Not tested/reported,0.0,0.0,0.0006010608805635567
1772,2006,SEN,48070.0,AFR,1678.0,AFR,11556763.0,Not tested/reported,0.0,0.0,0.004159469221615084
1773,2005,GIN,50452.0,AFR,490.0,AFR,9679745.0,Not tested/reported,0.0,0.0,0.0052121207738427
1774,2000,GAB,50810.0,AFR,2016.0,AFR,1231122.0,Not tested/reported,0.0,0.0,0.04127129561489438
1775,2003,YEM,50811.0,EMR,,,19462086.0,Not tested/reported,0.0,0.0,0.002610768444862488
1776,2010,GNQ,53813.0,AFR,30.0,AFR,951104.0,Not tested/reported,0.0,0.0,0.05657951180943409
1777,2010,GNQ,53813.0,AFR,30.0,AFR,951104.0,No,0.0,0.0,0.05657951180943409
1778,2001,BGD,54216.0,SEAR,470.0,SEAR,134107160.0,Yes,1.0,0.0,0.0004042737166307899
1779,2001,BGD,54216.0,SEAR,470.0,SEAR,134107160.0,No,0.0,0.0,0.0004042737166307899
1780,2001,BGD,54216.0,SEAR,470.0,SEAR,134107160.0,Not tested/reported,0.0,0.0,0.0004042737166307899
1781,2014,AFG,61362.0,EMR,32.0,EMR,32758020.0,Yes,1.0,0.0,0.0018731901378654754
1782,2002,BGD,62269.0,SEAR,598.0,SEAR,136600667.0,Not tested/reported,0.0,0.0,0.00045584696888778737
1783,2000,PER,68321.0,AMR,20.0,AMR,25914879.0,Not tested/reported,0.0,0.0,0.002636361913941408
1784,2001,VNM,68699.0,WPR,91.0,WPR,78620500.0,Not tested/reported,0.0,0.0,0.0008738051780388066
1785,2005,SLB,76390.0,WPR,38.0,WPR,469885.0,Not tested/reported,0.0,0.0,0.1625716930738372
1786,2001,SLB,76493.0,WPR,55.0,WPR,423853.0,Not tested/reported,0.0,0.0,0.1804705876801627
1787,2002,ECU,86757.0,AMR,64.0,AMR,13072060.0,Not tested/reported,0.0,0.0,0.0066368269423487955
1788,2007,PNG,86955.0,WPR,559.0,WPR,6627922.0,Not tested/reported,0.0,0.0,0.013119496578263896
1789,2010,PNG,93956.0,WPR,616.0,WPR,7108239.0,Not tested/reported,0.0,0.0,0.013217901086330947
1790,2000,AFG,94475.0,EMR,,,20093756.0,Not tested/reported,0.0,0.0,0.00470170932701681
1791,2012,YEM,109908.0,EMR,72.0,EMR,24909969.0,Yes,1.0,0.0,0.004412209425069939
1792,2012,YEM,109908.0,EMR,72.0,EMR,24909969.0,No,0.0,0.0,0.004412209425069939
1793,2012,YEM,109908.0,EMR,72.0,EMR,24909969.0,Not tested/reported,0.0,0.0,0.004412209425069939
1794,2011,SSD,112024.0,AFR,406.0,AFR,10448857.0,Not tested/reported,0.0,0.0,0.010721172660320646
1795,2010,GMB,116353.0,AFR,151.0,AFR,1692149.0,Not tested/reported,0.0,1000.0,0.06876049331353208
1796,2010,GMB,116353.0,AFR,151.0,AFR,1692149.0,Not tested/reported,0.0,2350.0,0.06876049331353208
1797,2010,GMB,116353.0,AFR,151.0,AFR,1692149.0,Not tested/reported,0.0,2100.0,0.06876049331353208
1798,2004,PAK,125618.0,EMR,,,150780300.0,Not tested/reported,0.0,0.0,0.0008331194459753695
1799,2005,PAK,127536.0,EMR,52.0,EMR,153909667.0,Not tested/reported,0.0,0.0,0.0008286419072039185
1800,2002,MMR,173096.0,SEAR,2634.0,SEAR,47140220.0,Not tested/reported,0.0,0.0,0.0036719387393609956
1801,2003,MMR,177530.0,SEAR,2476.0,SEAR,47624894.0,Not tested/reported,0.0,0.0,0.0037276723387562817
1802,2007,TGO,221110.0,AFR,1236.0,AFR,5997385.0,Not tested/reported,0.0,0.0,0.036867734854440726
1803,2012,SSD,225371.0,AFR,1321.0,AFR,10818258.0,Not tested/reported,0.0,0.0,0.020832466742797224
1804,2011,GMB,261967.0,AFR,440.0,AFR,1746363.0,Not tested/reported,0.0,0.0,0.15000718636388882
